UDI, Qualidade, TemperaturaDoAr[°C], TemperaturaDoProcesso[°C], VelocidadeDeRotacao[rpm], Torque[Nm], DesgasteDaFerramenta[min], Saida, TipoDefalha
1853, Media, 24, 45, 1526, 39.1, 39, 0, SemFalha
1854, Baixa, 24, 45, 1486, 40.6, 42, 0, SemFalha
1855, Media, 24, 45, 1470, 42.6, 44, 0, SemFalha
1856, Alta, 24, 55, 1249, 62.8, 47, 0, SemFalha
1857, Media, 24, 65, 1752, 26.1, 52, 0, SemFalha
1858, Baixa, 24, 55, 1643, 36.5, 55, 0, SemFalha
1859, Media, 24, 65, 1488, 36.1, 57, 0, SemFalha
1860, Baixa, 24, 65, 1355, 45.8, 60, 0, SemFalha
1861, Baixa, 24, 65, 1607, 30.3, 62, 0, SemFalha
1862, Media, 24, 75, 1609, 30.3, 64, 0, SemFalha
1863, Baixa, 24, 75, 1517, 44.4, 67, 0, SemFalha
1864, Media, 24, 75, 1517, 39.5, 69, 0, SemFalha
1865, Baixa, 24, 75, 1546, 37.6, 72, 0, SemFalha
1866, Baixa, 24, 75, 1567, 34.7, 74, 0, SemFalha
1867, Media, 24, 95, 1662, 28.9, 76, 0, SemFalha
1868, Baixa, 24, 95, 1502, 41.8, 79, 0, SemFalha
1869, Baixa, 25, 15, 1361, 56.9, 81, 0, SemFalha
1870, Media, 25, 15, 1630, 32.7, 83, 0, SemFalha
1871, Baixa, 25, 15, 1486, 42.3, 86, 0, SemFalha
1872, Baixa, 25, 15, 1840, 21.5, 88, 0, SemFalha
1873, Baixa, 25, 15, 1326, 58.4, 90, 0, SemFalha
1874, Baixa, 25, 25, 1367, 57.8, 92, 0, SemFalha
1875, Baixa, 25, 25, 1598, 32.7, 94, 0, SemFalha
1876, Baixa, 25, 15, 1363, 50.1, 96, 0, SemFalha
1877, Baixa, 25, 15, 1242, 62, 98, 0, SemFalha
1878, Media, 25, 5, 1566, 33.8, 100, 0, SemFalha
1879, Media, 24, 95, 1424, 47.7, 103, 0, SemFalha
1880, Media, 25, 5, 1608, 33.8, 106, 0, SemFalha
1881, Baixa, 24, 95, 1705, 29.1, 109, 0, SemFalha
1882, Baixa, 24, 85, 1548, 45.8, 111, 0, SemFalha
1883, Media, 24, 85, 1581, 43.4, 113, 0, SemFalha
1884, Media, 24, 85, 1472, 46.7, 116, 0, SemFalha
1885, Media, 24, 85, 1792, 26, 119, 0, SemFalha
1886, Baixa, 24, 85, 1683, 32.8, 122, 0, SemFalha
1887, Baixa, 24, 75, 1503, 40.7, 124, 0, SemFalha
1888, Media, 24, 75, 1642, 32.4, 126, 0, SemFalha
1889, Media, 24, 65, 1902, 24.3, 129, 0, SemFalha
1890, Alta, 24, 55, 1432, 40.2, 132, 0, SemFalha
1891, Baixa, 24, 65, 1512, 40.8, 137, 0, SemFalha
1892, Baixa, 24, 55, 1764, 29, 139, 0, SemFalha
1893, Media, 24, 65, 1438, 43.6, 141, 0, SemFalha
1894, Baixa, 24, 65, 1631, 29.9, 144, 0, SemFalha
1895, Alta, 24, 75, 1880, 23.3, 146, 0, SemFalha
1896, Baixa, 24, 75, 1344, 54.3, 151, 0, SemFalha
1897, Baixa, 24, 75, 1574, 35.8, 153, 0, SemFalha
1898, Baixa, 24, 65, 1418, 41.2, 155, 0, SemFalha
1899, Baixa, 24, 65, 1372, 54.1, 157, 0, SemFalha
1900, Baixa, 24, 65, 1388, 40, 159, 0, SemFalha
1901, Alta, 24, 75, 1493, 36, 161, 0, SemFalha
1902, Media, 24, 75, 1505, 40.1, 166, 0, SemFalha
1903, Baixa, 24, 85, 1694, 29.1, 169, 0, SemFalha
1904, Baixa, 24, 75, 1968, 20.4, 171, 0, SemFalha
1905, Media, 24, 85, 1569, 35.6, 173, 0, SemFalha
1906, Baixa, 24, 75, 1687, 29.1, 176, 0, SemFalha
1907, Baixa, 24, 75, 1430, 52.4, 178, 0, SemFalha
1908, Baixa, 24, 75, 1504, 42.4, 180, 0, SemFalha
1909, Baixa, 24, 75, 1977, 20.2, 182, 0, SemFalha
1910, Baixa, 24, 85, 1435, 45.6, 184, 0, SemFalha
1911, Alta, 24, 85, 1547, 36.8, 186, 0, SemFalha
1912, Media, 24, 95, 1316, 57.2, 191, 0, SemFalha
1913, Media, 24, 85, 1621, 34.9, 194, 0, SemFalha
1914, Media, 24, 85, 1492, 40.2, 197, 0, SemFalha
1915, Baixa, 24, 85, 1643, 32.3, 200, 0, SemFalha
1916, Baixa, 24, 85, 1492, 38.7, 202, 0, SemFalha
1917, Baixa, 24, 85, 1387, 50.8, 204, 0, SemFalha
1918, Media, 24, 95, 1463, 47.3, 206, 0, SemFalha
1919, Media, 24, 95, 1496, 40, 0, 0, SemFalha
1920, Baixa, 25, 5, 1658, 30, 3, 0, SemFalha
1921, Baixa, 24, 95, 2161, 17.5, 5, 0, SemFalha
1922, Baixa, 24, 95, 1665, 32, 7, 0, SemFalha
1923, Baixa, 24, 85, 1716, 26.6, 9, 0, SemFalha
1924, Baixa, 24, 85, 1529, 34.1, 11, 0, SemFalha
1925, Baixa, 24, 75, 1353, 50.7, 13, 0, SemFalha
1926, Baixa, 24, 75, 1537, 37.7, 15, 0, SemFalha
1927, Baixa, 24, 85, 1606, 30.8, 17, 0, SemFalha
1928, Alta, 24, 85, 1314, 47.8, 19, 0, SemFalha
1929, Baixa, 24, 85, 1623, 29.9, 24, 0, SemFalha
1930, Media, 24, 85, 1483, 50.9, 26, 0, SemFalha
1931, Media, 24, 95, 1569, 37, 29, 0, SemFalha
1932, Media, 25, 5, 1969, 21.7, 32, 0, SemFalha
1933, Media, 24, 95, 1686, 29.3, 35, 0, SemFalha
1934, Baixa, 24, 95, 1638, 35.1, 38, 0, SemFalha
1935, Baixa, 24, 95, 1698, 33.3, 40, 0, SemFalha
1936, Media, 24, 95, 1377, 55.1, 42, 0, SemFalha
1937, Media, 24, 95, 2129, 18.4, 45, 0, SemFalha
1938, Baixa, 25, 5, 1411, 42.4, 48, 0, SemFalha
1939, Baixa, 24, 95, 1517, 40.8, 50, 0, SemFalha
1940, Media, 24, 95, 1303, 53.9, 52, 0, SemFalha
1941, Baixa, 24, 95, 1578, 35.6, 55, 0, SemFalha
1942, Baixa, 24, 95, 1425, 58.2, 57, 0, SemFalha
1943, Baixa, 24, 95, 1456, 42.4, 59, 0, SemFalha
1944, Baixa, 24, 95, 1704, 30.9, 61, 0, SemFalha
1945, Baixa, 24, 95, 1791, 27.3, 63, 0, SemFalha
1946, Baixa, 24, 95, 1616, 32.8, 65, 0, SemFalha
1947, Baixa, 25, 5, 1622, 34.9, 67, 0, SemFalha
1948, Baixa, 25, 5, 1462, 49.9, 69, 0, SemFalha
1949, Baixa, 24, 95, 1410, 45.8, 71, 0, SemFalha
1950, Media, 24, 95, 1543, 41.9, 73, 0, SemFalha
1951, Media, 24, 85, 1479, 47.6, 76, 0, SemFalha
1952, Baixa, 24, 85, 1839, 22.7, 79, 0, SemFalha
1953, Baixa, 24, 85, 1266, 60.5, 81, 0, SemFalha
1954, Baixa, 24, 75, 1593, 34.9, 83, 0, SemFalha
1955, Baixa, 24, 75, 1459, 46.9, 85, 0, SemFalha
1956, Baixa, 24, 75, 1308, 55.2, 87, 0, SemFalha
1957, Media, 24, 75, 1364, 46.8, 89, 0, SemFalha
1958, Alta, 24, 75, 1618, 35.9, 92, 0, SemFalha
1959, Alta, 24, 75, 1464, 43.2, 97, 0, SemFalha
1960, Media, 24, 65, 1352, 49.4, 102, 0, SemFalha
1961, Baixa, 24, 65, 1446, 51.4, 105, 0, SemFalha
1962, Baixa, 24, 65, 1448, 51.2, 107, 0, SemFalha
1963, Baixa, 24, 65, 1391, 48.6, 109, 0, SemFalha
1964, Baixa, 24, 55, 1379, 43.3, 111, 0, SemFalha
1965, Media, 24, 65, 1405, 46.9, 113, 0, SemFalha
1966, Baixa, 24, 65, 1581, 33.1, 116, 0, SemFalha
1967, Baixa, 24, 75, 1515, 40.5, 118, 0, SemFalha
1968, Baixa, 24, 75, 1589, 37.8, 120, 0, SemFalha
1969, Baixa, 24, 85, 1281, 50.8, 122, 0, SemFalha
1970, Alta, 24, 65, 1631, 31.3, 124, 0, SemFalha
1971, Media, 24, 75, 1202, 67, 129, 0, SemFalha
1972, Baixa, 24, 75, 1298, 52.7, 132, 0, SemFalha
1973, Baixa, 24, 75, 1612, 30.7, 134, 0, SemFalha
1974, Baixa, 24, 75, 1747, 25.3, 136, 0, SemFalha
1975, Baixa, 24, 85, 1450, 48.7, 138, 0, SemFalha
1976, Baixa, 24, 85, 1422, 45.6, 140, 0, SemFalha
1977, Media, 24, 95, 1419, 47.4, 142, 0, SemFalha
1978, Media, 24, 95, 1633, 30.7, 145, 0, SemFalha
1979, Baixa, 24, 85, 1442, 43.6, 148, 0, SemFalha
1980, Alta, 24, 85, 1420, 45.8, 150, 0, SemFalha
1981, Media, 24, 85, 1301, 58.5, 155, 0, SemFalha
1982, Baixa, 24, 85, 1385, 45, 158, 0, SemFalha
1983, Media, 24, 85, 1487, 41.3, 160, 0, SemFalha
1984, Media, 24, 85, 1459, 44.4, 163, 0, SemFalha
1985, Media, 24, 85, 1387, 45.5, 166, 0, SemFalha
1986, Baixa, 24, 95, 1537, 40.8, 169, 0, SemFalha
1987, Baixa, 24, 95, 1498, 42.9, 171, 0, SemFalha
1988, Media, 25, 5, 1599, 31.2, 173, 0, SemFalha
1989, Alta, 25, 15, 1420, 39.2, 176, 0, SemFalha
1990, Baixa, 25, 5, 1785, 23.4, 181, 0, SemFalha
1991, Baixa, 25, 5, 1423, 48.1, 183, 0, SemFalha
1992, Media, 25, 5, 1583, 36.6, 185, 0, SemFalha
1993, Baixa, 25, 5, 1375, 46.6, 188, 0, SemFalha
1994, Media, 25, 15, 1463, 42.5, 190, 0, SemFalha
1995, Media, 25, 5, 1403, 45.1, 193, 0, SemFalha
1996, Baixa, 25, 15, 1451, 47.1, 196, 0, SemFalha
1997, Media, 25, 25, 1416, 38.2, 198, 1, Desgastedaferramenta
1998, Baixa, 25, 15, 1672, 41.3, 0, 0, SemFalha
1999, Alta, 25, 15, 1637, 30.8, 2, 0, SemFalha
2000, Baixa, 25, 25, 1540, 37.8, 7, 0, SemFalha
2001, Baixa, 25, 25, 1279, 53.1, 9, 0, SemFalha
2002, Baixa, 25, 25, 1604, 34.9, 11, 0, SemFalha
2003, Baixa, 25, 35, 1654, 27.1, 13, 0, SemFalha
2004, Media, 25, 35, 1564, 37.5, 15, 0, SemFalha
2005, Baixa, 25, 35, 1451, 47.5, 18, 0, SemFalha
2006, Baixa, 25, 35, 1504, 38, 20, 0, SemFalha
2007, Media, 25, 35, 1381, 50.5, 22, 0, SemFalha
2008, Baixa, 25, 45, 1562, 34.4, 25, 0, SemFalha
2009, Baixa, 25, 35, 1811, 24.7, 27, 0, SemFalha
2010, Media, 25, 45, 1717, 28.7, 29, 0, SemFalha
2011, Baixa, 25, 45, 1278, 60.5, 32, 0, SemFalha
2012, Baixa, 25, 55, 1616, 30.2, 34, 0, SemFalha
2013, Baixa, 25, 45, 1397, 46.4, 36, 0, SemFalha
2014, Baixa, 25, 45, 1485, 42.9, 38, 0, SemFalha
2015, Baixa, 25, 45, 1310, 59.7, 40, 0, SemFalha
2016, Baixa, 25, 35, 1301, 66.3, 42, 1, Alimentacao
2017, Baixa, 25, 35, 1458, 44, 44, 0, SemFalha
2018, Baixa, 25, 55, 1483, 42.5, 46, 0, SemFalha
2019, Baixa, 25, 55, 1375, 46.4, 48, 0, SemFalha
2020, Media, 25, 55, 1660, 27, 50, 0, SemFalha
2021, Alta, 25, 55, 1560, 33.3, 53, 0, SemFalha
2022, Baixa, 25, 55, 1480, 42.2, 58, 0, SemFalha
2023, Baixa, 25, 55, 1373, 46.9, 60, 0, SemFalha
2024, Baixa, 25, 55, 1444, 54.2, 62, 0, SemFalha
2025, Media, 25, 55, 1722, 24.7, 64, 0, SemFalha
2026, Baixa, 25, 55, 1469, 39.9, 67, 0, SemFalha
2027, Media, 25, 55, 1360, 52.9, 69, 0, SemFalha
2028, Baixa, 25, 55, 1750, 25.8, 72, 0, SemFalha
2029, Media, 25, 55, 1349, 46.6, 74, 0, SemFalha
2030, Baixa, 25, 55, 1668, 35.2, 77, 0, SemFalha
2031, Baixa, 25, 75, 1400, 49.5, 79, 0, SemFalha
2032, Baixa, 25, 65, 1331, 62.8, 81, 0, SemFalha
2033, Baixa, 25, 65, 1444, 42.2, 83, 0, SemFalha
2034, Alta, 25, 65, 1359, 47.6, 85, 0, SemFalha
2035, Media, 25, 65, 1425, 47.4, 90, 0, SemFalha
2036, Media, 25, 75, 1469, 34.2, 93, 0, SemFalha
2037, Baixa, 25, 85, 1892, 22.8, 96, 0, SemFalha
2038, Alta, 25, 85, 1940, 19.9, 98, 0, SemFalha
2039, Baixa, 25, 85, 1405, 55.2, 103, 0, SemFalha
2040, Media, 25, 85, 1449, 39.6, 105, 0, SemFalha
2041, Baixa, 25, 95, 1686, 29.6, 108, 0, SemFalha
2042, Baixa, 25, 95, 1680, 27.2, 110, 0, SemFalha
2043, Media, 25, 95, 1397, 52.4, 112, 0, SemFalha
2044, Media, 26, 5, 1597, 30.3, 115, 0, SemFalha
2045, Baixa, 26, 15, 1470, 41.1, 118, 0, SemFalha
2046, Media, 26, 15, 1703, 31.3, 120, 0, SemFalha
2047, Baixa, 26, 15, 1388, 45.5, 123, 0, SemFalha
2048, Baixa, 26, 15, 1775, 24.2, 125, 0, SemFalha
2049, Baixa, 26, 15, 1465, 41.5, 127, 0, SemFalha
2050, Media, 26, 15, 1586, 37.9, 129, 0, SemFalha
2051, Media, 26, 35, 1675, 29.2, 132, 0, SemFalha
2052, Media, 26, 25, 1470, 44.4, 135, 0, SemFalha
2053, Baixa, 26, 35, 1477, 40.4, 138, 0, SemFalha
2054, Baixa, 26, 35, 1382, 61, 140, 0, SemFalha
2055, Media, 26, 45, 1605, 29.8, 142, 0, SemFalha
2056, Baixa, 26, 45, 1643, 32.9, 145, 0, SemFalha
2057, Baixa, 26, 35, 1333, 54.1, 147, 0, SemFalha
2058, Baixa, 26, 35, 1520, 42.3, 149, 0, SemFalha
2059, Media, 26, 35, 1902, 24, 151, 0, SemFalha
2060, Alta, 26, 35, 1386, 44.4, 154, 0, SemFalha
2061, Baixa, 26, 45, 1803, 27.7, 159, 0, SemFalha
2062, Baixa, 26, 55, 1359, 50.7, 161, 0, SemFalha
2063, Media, 26, 55, 1477, 42.7, 163, 0, SemFalha
2064, Baixa, 26, 55, 1321, 53.4, 166, 0, SemFalha
2065, Baixa, 26, 45, 1453, 41.4, 168, 0, SemFalha
2066, Baixa, 26, 55, 1419, 45.1, 170, 0, SemFalha
2067, Baixa, 26, 55, 1512, 36.2, 172, 0, SemFalha
2068, Baixa, 26, 55, 1553, 36.8, 174, 0, SemFalha
2069, Media, 26, 55, 1534, 39.1, 176, 0, SemFalha
2070, Alta, 26, 55, 1553, 41, 179, 0, SemFalha
2071, Baixa, 26, 55, 1352, 49.7, 184, 0, SemFalha
2072, Media, 26, 55, 1313, 60, 186, 0, SemFalha
2073, Baixa, 26, 45, 1570, 35.5, 189, 0, RandomFailures
2074, Baixa, 26, 45, 1677, 31.1, 191, 0, SemFalha
2075, Baixa, 26, 35, 1602, 31.5, 193, 0, SemFalha
2076, Baixa, 26, 35, 1390, 58.8, 195, 1, Sobrecarga
2077, Baixa, 26, 25, 1544, 36, 197, 0, SemFalha
2078, Baixa, 26, 25, 1701, 31.2, 199, 0, SemFalha
2079, Media, 26, 25, 1692, 28.4, 201, 0, SemFalha
2080, Media, 26, 15, 1523, 37.9, 204, 0, SemFalha
2081, Baixa, 26, 15, 2280, 15.4, 207, 0, SemFalha
2082, Media, 26, 25, 1485, 47.1, 209, 0, SemFalha
2083, Alta, 26, 25, 1513, 36.1, 212, 0, SemFalha
2084, Alta, 26, 25, 1743, 28.2, 0, 0, SemFalha
2085, Baixa, 26, 35, 1442, 46.2, 5, 0, SemFalha
2086, Baixa, 26, 35, 1462, 46.7, 7, 0, SemFalha
2087, Alta, 26, 25, 1439, 49.7, 9, 0, SemFalha
2088, Baixa, 26, 35, 1577, 36.6, 14, 0, SemFalha
2089, Baixa, 26, 45, 1331, 46.4, 16, 0, SemFalha
2090, Baixa, 26, 35, 1941, 22.5, 18, 0, SemFalha
2091, Baixa, 26, 35, 1393, 47.3, 20, 0, SemFalha
2092, Baixa, 26, 25, 1433, 42.1, 22, 0, SemFalha
2093, Baixa, 26, 25, 1444, 48.2, 24, 0, SemFalha
2094, Baixa, 26, 25, 1564, 39, 26, 0, SemFalha
2095, Baixa, 26, 25, 1377, 43.6, 28, 0, SemFalha
2096, Baixa, 26, 25, 1525, 41.5, 30, 0, SemFalha
2097, Media, 26, 35, 1387, 56.2, 32, 0, SemFalha
2098, Media, 26, 25, 1326, 47.5, 35, 0, SemFalha
2099, Baixa, 26, 25, 1401, 59, 38, 0, SemFalha
2100, Baixa, 26, 25, 1596, 31.8, 40, 0, SemFalha
2101, Media, 26, 15, 1471, 46, 42, 0, SemFalha
2102, Baixa, 26, 15, 1528, 37.8, 45, 0, SemFalha
2103, Baixa, 26, 15, 1325, 62, 47, 0, SemFalha
2104, Media, 26, 15, 1376, 46.7, 49, 0, SemFalha
2105, Media, 26, 15, 1600, 35.3, 52, 0, SemFalha
2106, Baixa, 26, 15, 1495, 44, 55, 0, SemFalha
2107, Baixa, 26, 25, 1645, 28.6, 57, 0, SemFalha
2108, Media, 26, 25, 1417, 47.3, 59, 0, SemFalha
2109, Alta, 26, 25, 1415, 51.7, 62, 0, SemFalha
2110, Media, 26, 15, 1496, 43.4, 67, 0, SemFalha
2111, Alta, 26, 15, 1508, 35, 70, 0, SemFalha
2112, Baixa, 26, 25, 1436, 47.9, 75, 0, SemFalha
2113, Baixa, 26, 35, 1852, 22.6, 77, 0, SemFalha
2114, Baixa, 26, 35, 1863, 22.5, 79, 0, SemFalha
2115, Alta, 26, 25, 1373, 44.1, 81, 0, SemFalha
2116, Baixa, 26, 25, 1404, 47.3, 86, 0, SemFalha
2117, Media, 26, 25, 1381, 44.9, 88, 0, SemFalha
2118, Alta, 26, 25, 1762, 29.3, 91, 0, SemFalha
2119, Alta, 26, 15, 1429, 43, 96, 0, SemFalha
2120, Media, 26, 15, 1858, 24.7, 101, 0, SemFalha
2121, Alta, 26, 5, 1908, 21.3, 104, 0, SemFalha
2122, Media, 26, 5, 1503, 37.4, 109, 0, SemFalha
2123, Media, 26, 5, 1523, 38.9, 112, 0, SemFalha
2124, Baixa, 26, 15, 1491, 38.4, 115, 0, SemFalha
2125, Baixa, 26, 5, 1430, 39.1, 117, 0, SemFalha
2126, Baixa, 26, 15, 1258, 69.4, 119, 1, Alimentacao
2127, Baixa, 26, 15, 1449, 46.5, 121, 0, SemFalha
2128, Alta, 26, 15, 1425, 40.6, 123, 0, SemFalha
2129, Baixa, 26, 25, 1800, 24.3, 128, 0, SemFalha
2130, Alta, 26, 25, 1607, 33.7, 130, 0, SemFalha
2131, Baixa, 26, 25, 1391, 58.2, 135, 0, SemFalha
2132, Baixa, 26, 25, 1432, 45.4, 137, 0, SemFalha
2133, Baixa, 26, 25, 1660, 28.4, 139, 0, SemFalha
2134, Alta, 26, 15, 1732, 29.7, 141, 0, SemFalha
2135, Baixa, 26, 15, 1473, 46.3, 146, 0, SemFalha
2136, Baixa, 26, 15, 1511, 47.8, 148, 0, SemFalha
2137, Baixa, 26, 5, 1588, 41.5, 150, 0, SemFalha
2138, Baixa, 26, 15, 1623, 31.1, 152, 0, SemFalha
2139, Baixa, 26, 15, 1734, 30.6, 154, 0, SemFalha
2140, Baixa, 26, 15, 1415, 47.6, 156, 0, SemFalha
2141, Baixa, 26, 15, 1419, 46.6, 158, 0, SemFalha
2142, Media, 26, 15, 1577, 34.9, 160, 0, SemFalha
2143, Baixa, 26, 15, 1376, 60.3, 163, 0, SemFalha
2144, Media, 26, 15, 1442, 49, 165, 0, SemFalha
2145, Baixa, 26, 25, 1451, 40.5, 168, 0, SemFalha
2146, Baixa, 26, 15, 1550, 45.8, 170, 0, SemFalha
2147, Baixa, 26, 15, 1647, 32.9, 172, 0, SemFalha
2148, Baixa, 26, 25, 1550, 33.7, 174, 0, SemFalha
2149, Baixa, 26, 25, 1583, 34.1, 176, 0, SemFalha
2150, Baixa, 26, 25, 1613, 32.2, 178, 0, SemFalha
2151, Alta, 26, 15, 1636, 35.5, 180, 0, SemFalha
2152, Media, 26, 15, 1289, 51.5, 185, 0, SemFalha
2153, Media, 26, 15, 1648, 28.4, 188, 0, SemFalha
2154, Alta, 26, 15, 1397, 45.4, 191, 0, SemFalha
2155, Media, 26, 15, 1767, 24.8, 196, 0, SemFalha
2156, Baixa, 26, 15, 1341, 47.7, 199, 0, SemFalha
2157, Media, 26, 25, 1457, 41.5, 201, 0, SemFalha
2158, Media, 26, 25, 1939, 19.8, 204, 0, SemFalha
2159, Media, 26, 35, 1399, 49.7, 207, 0, SemFalha
2160, Media, 26, 35, 1602, 31.3, 210, 0, SemFalha
2161, Baixa, 26, 25, 1507, 41, 213, 0, SemFalha
2162, Baixa, 26, 25, 1464, 40.5, 215, 0, SemFalha
2163, Baixa, 26, 35, 1336, 42.1, 217, 0, SemFalha
2164, Baixa, 26, 45, 1422, 39.8, 219, 0, SemFalha
2165, Baixa, 26, 45, 1540, 36.7, 221, 0, SemFalha
2166, Baixa, 26, 35, 1476, 47.8, 223, 0, SemFalha
2167, Media, 26, 45, 1867, 23.4, 225, 1, Desgastedaferramenta
2168, Alta, 26, 45, 1588, 41.3, 0, 0, SemFalha
2169, Media, 26, 35, 1420, 49.5, 5, 0, SemFalha
2170, Baixa, 26, 35, 1415, 49.2, 8, 0, SemFalha
2171, Media, 26, 25, 1500, 43.3, 10, 0, SemFalha
2172, Baixa, 26, 35, 1502, 44.6, 13, 0, SemFalha
2173, Baixa, 26, 35, 1816, 23, 15, 0, SemFalha
2174, Media, 26, 35, 1495, 41.6, 17, 0, SemFalha
2175, Baixa, 26, 45, 1572, 33.4, 20, 0, SemFalha
2176, Media, 26, 35, 1590, 35.9, 22, 0, SemFalha
2177, Media, 26, 45, 1387, 48.3, 25, 0, SemFalha
2178, Media, 26, 45, 1393, 47.7, 28, 0, SemFalha
2179, Baixa, 26, 45, 1602, 37.3, 31, 0, SemFalha
2180, Baixa, 26, 45, 1601, 33.3, 33, 0, SemFalha
2181, Alta, 26, 45, 1597, 36.3, 35, 0, SemFalha
2182, Alta, 26, 35, 1548, 44.3, 40, 0, SemFalha
2183, Media, 26, 35, 1314, 61.8, 45, 0, SemFalha
2184, Media, 26, 45, 1577, 39.8, 48, 0, SemFalha
2185, Baixa, 26, 65, 1475, 43.4, 51, 0, SemFalha
2186, Baixa, 26, 65, 1630, 32.4, 53, 0, SemFalha
2187, Baixa, 26, 55, 1445, 42.9, 55, 0, SemFalha
2188, Media, 26, 65, 1439, 47.4, 57, 0, SemFalha
2189, Baixa, 26, 55, 1420, 44.1, 60, 0, SemFalha
2190, Alta, 26, 55, 1554, 41.6, 62, 0, SemFalha
2191, Media, 26, 45, 1471, 44.3, 67, 0, SemFalha
2192, Baixa, 26, 45, 1648, 33.6, 70, 0, SemFalha
2193, Baixa, 26, 45, 1472, 48.8, 72, 0, SemFalha
2194, Media, 26, 35, 1448, 42.9, 74, 0, SemFalha
2195, Media, 26, 45, 1568, 35.3, 77, 0, SemFalha
2196, Baixa, 26, 45, 1613, 30.8, 80, 0, SemFalha
2197, Media, 26, 55, 1551, 35.4, 82, 0, SemFalha
2198, Baixa, 26, 55, 1412, 49.2, 85, 0, SemFalha
2199, Media, 26, 55, 1478, 41, 87, 0, SemFalha
2200, Media, 26, 65, 1268, 58, 90, 0, SemFalha
2201, Baixa, 26, 65, 1546, 35.6, 93, 0, SemFalha
2202, Baixa, 26, 65, 1567, 36.1, 95, 0, SemFalha
2203, Media, 26, 75, 1548, 35.7, 97, 0, SemFalha
2204, Baixa, 26, 65, 1614, 30.8, 100, 0, SemFalha
2205, Media, 26, 55, 1352, 46.1, 102, 0, SemFalha
2206, Baixa, 26, 75, 1624, 34.6, 105, 0, SemFalha
2207, Baixa, 26, 75, 1436, 52, 107, 0, SemFalha
2208, Baixa, 26, 65, 1591, 37.5, 109, 0, SemFalha
2209, Alta, 26, 65, 1435, 42.6, 111, 0, SemFalha
2210, Baixa, 26, 65, 1386, 49.4, 116, 0, SemFalha
2211, Baixa, 26, 55, 1401, 54.1, 118, 0, SemFalha
2212, Media, 26, 45, 1245, 64, 120, 0, SemFalha
2213, Baixa, 26, 55, 1475, 40, 123, 0, SemFalha
2214, Baixa, 26, 55, 1473, 39.4, 125, 0, SemFalha
2215, Alta, 26, 55, 1355, 44.8, 127, 0, SemFalha
2216, Alta, 26, 55, 1468, 49.6, 132, 0, SemFalha
2217, Baixa, 26, 55, 1645, 30.8, 137, 0, SemFalha
2218, Baixa, 26, 55, 1347, 55.3, 139, 0, SemFalha
2219, Baixa, 26, 55, 1713, 33.5, 141, 0, SemFalha
2220, Media, 26, 45, 1435, 48.4, 143, 0, SemFalha
2221, Media, 26, 45, 1736, 26.1, 146, 0, SemFalha
2222, Baixa, 26, 45, 1372, 60.4, 149, 0, SemFalha
2223, Baixa, 26, 55, 1605, 33, 151, 0, SemFalha
2224, Baixa, 26, 45, 1413, 48.5, 153, 0, SemFalha
2225, Media, 26, 55, 1645, 31.9, 155, 0, SemFalha
2226, Media, 26, 55, 1465, 49, 158, 0, SemFalha
2227, Media, 26, 45, 1685, 27.8, 161, 0, SemFalha
2228, Baixa, 26, 35, 1965, 20.4, 164, 0, SemFalha
2229, Alta, 26, 25, 1542, 41.8, 166, 0, SemFalha
2230, Baixa, 26, 25, 1681, 30.8, 171, 0, SemFalha
2231, Baixa, 26, 35, 1446, 45.7, 173, 0, SemFalha
2232, Baixa, 26, 25, 1415, 56.4, 175, 0, SemFalha
2233, Baixa, 26, 35, 1672, 30.5, 177, 0, SemFalha
2234, Baixa, 26, 35, 2549, 13, 179, 1, Alimentacao
2235, Baixa, 26, 25, 1492, 40.5, 181, 0, SemFalha
2236, Media, 26, 25, 1455, 42.7, 183, 0, SemFalha
2237, Media, 26, 15, 1422, 43.1, 186, 0, SemFalha
2238, Baixa, 26, 15, 1403, 50.6, 189, 0, SemFalha
2239, Baixa, 26, 15, 1474, 49.6, 191, 0, SemFalha
2240, Baixa, 26, 5, 1381, 50, 193, 0, SemFalha
2241, Baixa, 26, 5, 1457, 44.7, 195, 0, SemFalha
2242, Baixa, 26, 5, 1711, 28.9, 197, 0, SemFalha
2243, Baixa, 26, 5, 1667, 29, 199, 0, SemFalha
2244, Baixa, 26, 5, 1465, 35, 201, 0, SemFalha
2245, Media, 26, 15, 1542, 37.5, 203, 1, Desgastedaferramenta
2246, Media, 26, 15, 1438, 42.3, 0, 0, SemFalha
2247, Baixa, 26, 15, 1406, 47.4, 3, 0, SemFalha
2248, Media, 26, 5, 1396, 48.5, 5, 0, SemFalha
2249, Media, 26, 15, 1304, 60.6, 8, 0, SemFalha
2250, Baixa, 26, 5, 1442, 46.5, 11, 0, SemFalha
2251, Media, 26, 5, 1396, 48.7, 13, 0, SemFalha
2252, Alta, 25, 95, 1424, 43.4, 16, 0, SemFalha
2253, Alta, 25, 95, 1451, 42.8, 21, 0, SemFalha
2254, Baixa, 26, 5, 1386, 54.1, 26, 0, SemFalha
2255, Baixa, 25, 95, 1325, 46.9, 28, 0, SemFalha
2256, Baixa, 25, 95, 1559, 33.7, 30, 0, SemFalha
2257, Baixa, 25, 95, 1489, 38.1, 32, 0, SemFalha
2258, Baixa, 25, 95, 1892, 25.2, 34, 0, SemFalha
2259, Baixa, 25, 95, 1319, 60.3, 36, 0, SemFalha
